JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=36356d10990e1699&amp;fccid=fab96a34722830d8&amp;vjs=3"" id=""jl_36356d10990e1699"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[7],true,0);"" onmousedown=""return rclk(this,jobmap[7],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Developer - C#/.Net"">
<b>Developer</b> - C#/.Net</a>",Parvana Strategic Sourcing (PTY) LTD,"Nuweland, Western Cape",30+ days ago,2020-11-10,"Ability to mentor and guide intermediate developers in their work. Parvana Strategic Sourcing (PTY) LTD. Cape Town - Newlands, South Africa.",,https://www.indeed.co.za/rc/clk?jk=36356d10990e1699&fccid=fab96a34722830d8&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c9c4202d28469bed&amp;fccid=fab96a34722830d8&amp;vjs=3"" id=""jl_c9c4202d28469bed"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Developer - Java"">
<b>Developer</b> - Java</a>",Parvana Strategic Sourcing (PTY) LTD,"Somerset West, Western Cape",30+ days ago,2020-11-10,"It provides a service layer for different user channels ranging from web clients, rich clients and batch users integrating via JMS and web services.",,https://www.indeed.co.za/rc/clk?jk=c9c4202d28469bed&fccid=fab96a34722830d8&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOPloEL-p0yIS1yftOH0zhum4545BaSoo_hor25mqDV2wIYGLrmVSZIp3ZAMsOkhMUQmJhhn3Dm6m7r7-KKGp4AuhQFLaf22dUy7vsyFbS6IXoqWPhtFhlAblzRw7Y_vKVml6h5FuQtHYMS4kd743Gc5xT9xLJf4qf1KQM-yYnxGoao4r3_fXu7Ay7I4jRGeqyfDg88it8N-MH_NP-0rk44o9_o9_Dmqs-lnxKjLY9UEPjnStFmg9VdERfHPuGsH-H6Sh7WGJ8WK-1M5S2_xCi4RU06EMdL15fq2ORiJrAKCP2DJwfyRlxGTpjg_Po-oI_PxCRPrvqh-8qHnkwADpm7sPaPzxvH_W_j720F6Chfgn-Sx74vIMzbJhVw9kYM3uzBjbrCpBMtgOrdH6SEMOF5Lby5p_LhM5rUg47JzO-MTbfn8XzvcjYIey9CCI1DPY5B9DiuGThkQgVB5u_65GtyTOQ6XJa3m82fnr0TIaWeOBxjIs_fJBITcTM7SIqK7spcHCoDd0TgK7WF6o9ocnTSOlxZ_C8wGqCIdlCfCubRsvfZ4YAPnZEHbVS9PQYMMnfHuRy09sB0Edx0_jUdtMA4&amp;p=9&amp;fvj=0&amp;vjs=3"" id=""sja9"" onclick=""setRefineByCookie([]); sjoc('sja9', 0); convCtr('SJ'); rclk(this,jobmap[9],true,0);"" onmousedown=""sjomd('sja9'); clk('sja9'); rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack C# Developer"">
Full Stack C# <b>Developer</b></a>",NETWORK IT BRUMA,"Midrand, Gauteng",28 days ago,2020-11-10,Technical Degree/Diploma from a recognized University or equivalent education. Tech stack experience required includes: Excellent knowledge of the latest.,,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOPloEL-p0yIS1yftOH0zhum4545BaSoo_hor25mqDV2wIYGLrmVSZIp3ZAMsOkhMUQmJhhn3Dm6m7r7-KKGp4AuhQFLaf22dUy7vsyFbS6IXoqWPhtFhlAblzRw7Y_vKVml6h5FuQtHYMS4kd743Gc5xT9xLJf4qf1KQM-yYnxGoao4r3_fXu7Ay7I4jRGeqyfDg88it8N-MH_NP-0rk44o9_o9_Dmqs-lnxKjLY9UEPjnStFmg9VdERfHPuGsH-H6Sh7WGJ8WK-1M5S2_xCi4RU06EMdL15fq2ORiJrAKCP2DJwfyRlxGTpjg_Po-oI_PxCRPrvqh-8qHnkwADpm7sPaPzxvH_W_j720F6Chfgn-Sx74vIMzbJhVw9kYM3uzBjbrCpBMtgOrdH6SEMOF5Lby5p_LhM5rUg47JzO-MTbfn8XzvcjYIey9CCI1DPY5B9DiuGThkQgVB5u_65GtyTOQ6XJa3m82fnr0TIaWeOBxjIs_fJBITcTM7SIqK7spcHCoDd0TgK7WF6o9ocnTSOlxZ_C8wGqCIdlCfCubRsvfZ4YAPnZEHbVS9PQYMMnfHuRy09sB0Edx0_jUdtMA4&p=9&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c98ba8b8e1c09bdc&amp;fccid=0254f6a7f703dc46&amp;vjs=3"" id=""jl_c98ba8b8e1c09bdc"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Java Developer"">
Senior Java <b>Developer</b></a>",SUMMIT Africa Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"It provides a service layer for different user channels ranging from web, rich clients and batch users integrating via JMS and web services.",,https://www.indeed.co.za/rc/clk?jk=c98ba8b8e1c09bdc&fccid=0254f6a7f703dc46&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=0e43659e778e4027&amp;fccid=688141c5bd17f47b&amp;vjs=3"" id=""jl_0e43659e778e4027"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Java Developer – Information Technology"">
Senior Java <b>Developer</b> – Information Technology</a>",Initiate international,"Cape Town, Western Cape",30+ days ago,2020-11-10,A software development company have an exciting job opportunity for a Senior Java Developer to join their team in Cape Town.,,https://www.indeed.co.za/rc/clk?jk=0e43659e778e4027&fccid=688141c5bd17f47b&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=0705f25f6aadbc92&amp;fccid=955e3f832240d2cc&amp;vjs=3"" id=""jl_0705f25f6aadbc92"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,0);"" onmousedown=""return rclk(this,jobmap[12],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Financial Software Quality Assurance Analyst"">
Financial Software Quality Assurance Analyst</a>",Confluence Technologies Inc.,"Mowbray, Western Cape 7700",30+ days ago,2020-11-10,Track bugs in a CRM database and own their resolution by coordinating with developers and retesting any fixes supplied. Test “Web 2.0” type software products.,,https://www.indeed.co.za/rc/clk?jk=0705f25f6aadbc92&fccid=955e3f832240d2cc&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6ecd679569d8fe4e&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_6ecd679569d8fe4e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Technical Manager"">
Technical Manager</a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Minimum of 4 years of web design and development experience with portfolio is required. Architecture of solutions, design and development of web pages, graphics…",,https://www.indeed.co.za/rc/clk?jk=6ecd679569d8fe4e&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=34bca8e3fd2bd8ee&amp;fccid=2d91b2c981aa0cca&amp;vjs=3"" id=""jl_34bca8e3fd2bd8ee"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Engineer (Python) (CH605)"">
Senior Software Engineer (Python) (CH605)</a>",Capital H Staffing and Advisory Solutions,"Cape Town, Western Cape",11 days ago,2020-11-10,"Work closely with developers, professional services team and product managers to design the software solutions with a focus on reliability, performance and…",,https://www.indeed.co.za/rc/clk?jk=34bca8e3fd2bd8ee&fccid=2d91b2c981aa0cca&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=78a81154487b75bc&amp;fccid=fe2d21eef233e94a&amp;vjs=3"" id=""jl_78a81154487b75bc"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,0);"" onmousedown=""return rclk(this,jobmap[0],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Cloud Support Engineer (Big Data)"">
Senior Cloud Support Engineer (Big Data)</a>",Amazon Dev Centre South Africa,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Write tutorials, how-to videos, and other technical articles for the developer community. On a typical day, a Support Engineer will be primarily responsible for…",,https://www.indeed.co.za/rc/clk?jk=78a81154487b75bc&fccid=fe2d21eef233e94a&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8310965a0f2a3a3b&amp;fccid=41ffc18dec1f58bf&amp;vjs=3"" id=""jl_8310965a0f2a3a3b"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,0);"" onmousedown=""return rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Engineer"">
Software Engineer</a>",Trimble,"Cape Town, Western Cape",7 days ago,2020-11-10,"Application development within the web environment. Trimble Land Administration are seeking highly skilled, enthusiastic ASP. EXPERIENCE IN 4 TO 7 YEARS:",,https://www.indeed.co.za/rc/clk?jk=8310965a0f2a3a3b&fccid=41ffc18dec1f58bf&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=1a144f35eb0641e8&amp;fccid=fe2d21eef233e94a&amp;vjs=3"" id=""jl_1a144f35eb0641e8"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,0);"" onmousedown=""return rclk(this,jobmap[2],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Intern Cloud Support Associate - South Africa (Cape Town)"">
Intern Cloud Support Associate - South Africa (Cape Town)</a>",Amazon Dev Centre South Africa,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Write tutorials, how-to videos, and other technical articles for the developer community. On a typical day, a support engineer will be primarily responsible for…",,https://www.indeed.co.za/rc/clk?jk=1a144f35eb0641e8&fccid=fe2d21eef233e94a&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=d56b70cf98d8463d&amp;fccid=fab96a34722830d8&amp;vjs=3"" id=""jl_d56b70cf98d8463d"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,0);"" onmousedown=""return rclk(this,jobmap[3],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Systems Engineer (Linux)"">
Systems Engineer (Linux)</a>",Parvana Strategic Sourcing (PTY) LTD,"Bellville, Western Cape",30+ days ago,2020-11-10,"Creating automation solutions and collaborating with developers and clients. Experience with web-based applications, including Apache, Nginx, Memcached and…",,https://www.indeed.co.za/rc/clk?jk=d56b70cf98d8463d&fccid=fab96a34722830d8&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=cec0055df7f30efa&amp;fccid=47dd9490344df939&amp;vjs=3"" id=""jl_cec0055df7f30efa"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,1);"" onmousedown=""return rclk(this,jobmap[4],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Application Architect/Lead Developer - .Net"">
Application Architect/Lead <b>Developer</b> - .Net</a>",Tumaini Consulting,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Are you an Application Architect/Lead Developer based in Cape Town, seeking a new and challenging opportunity? Experience in Microsoft Software Development.",R720 000 - R900 000 a year,https://www.indeed.co.za/rc/clk?jk=cec0055df7f30efa&fccid=47dd9490344df939&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=732a79d5cb34578e&amp;fccid=92f16ad9045adc4d&amp;vjs=3"" id=""jl_732a79d5cb34578e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,0);"" onmousedown=""return rclk(this,jobmap[5],0);"" rel=""noopener nofollow"" target=""_blank"" title=""DevOps Engineer"">
DevOps Engineer</a>",RapidDeploy,"Cape Town, Western Cape",7 days ago,2020-11-10,"We are the industry’s only truly open and integrated emergency response platform with a portfolio of web-based cloud solutions that includes analytics, mapping,…",,https://www.indeed.co.za/rc/clk?jk=732a79d5cb34578e&fccid=92f16ad9045adc4d&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOPloEL-p0yIS1yftOH0zhum4545BaSoo_hor25mqDV2wIYGLrmVSZIp3ZAMsOkhMUQmJhhn3Dm6m7r7-KKGp4AuhQFLaf22dXB3gVoxNc9F5_QrltO86XivlcVRUkSw9-72dKVzx0Tyb7TbCj3VPjPcZ4vX3TN-uT5pDMAZLhzjDUKRLsOGER4eTtq8XnWFKqBcDm5nwuSbBlPXQ5mYKkTQyL8WjEhzURs_NOec6GVOx-YknGFGKSbzJA_53PrC5eYEMLjTmrs7EiiYJJ_tWNU0PS7sxJZCxBpiW2BzB0VAZzwUTjENArZXnaakP3XLqtK3R1BjHR-I7NxveIHyUDAIKwktYBC8WAVEtYhiX9KLjuoYYWJ5dnLJMScDcMhWiQcbLaC-wKIfB39TkRf3hWcgVmMQILUmvoLhJn0k0nEeKcOKF7VGckeThFmtxemtrHWgJ8BGAk6QrULoxxdHuldMmAmgOFwKhU_7CHgxBjfrr_xRCeh4_0i95_PwCD2vVJvkzEEEcCn5GwGIFuM9moOf7Out5GIoPWbMhoPPTTq7syKlywQyHqChkcx4ezfb1TzWCGYg97x-1R-qkB51wew&amp;p=6&amp;fvj=0&amp;vjs=3"" id=""sja6"" onclick=""setRefineByCookie([]); sjoc('sja6', 0); convCtr('SJ'); rclk(this,jobmap[6],true,0);"" onmousedown=""sjomd('sja6'); clk('sja6'); rclk(this,jobmap[6],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack C# Developer"">
Full Stack C# <b>Developer</b></a>",NETWORK IT BRUMA,"Midrand, Gauteng",28 days ago,2020-11-10,Technical Degree/Diploma from a recognized University or equivalent education. Tech stack experience required includes: Excellent knowledge of the latest.,,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yOPloEL-p0yIS1yftOH0zhum4545BaSoo_hor25mqDV2wIYGLrmVSZIp3ZAMsOkhMUQmJhhn3Dm6m7r7-KKGp4AuhQFLaf22dXB3gVoxNc9F5_QrltO86XivlcVRUkSw9-72dKVzx0Tyb7TbCj3VPjPcZ4vX3TN-uT5pDMAZLhzjDUKRLsOGER4eTtq8XnWFKqBcDm5nwuSbBlPXQ5mYKkTQyL8WjEhzURs_NOec6GVOx-YknGFGKSbzJA_53PrC5eYEMLjTmrs7EiiYJJ_tWNU0PS7sxJZCxBpiW2BzB0VAZzwUTjENArZXnaakP3XLqtK3R1BjHR-I7NxveIHyUDAIKwktYBC8WAVEtYhiX9KLjuoYYWJ5dnLJMScDcMhWiQcbLaC-wKIfB39TkRf3hWcgVmMQILUmvoLhJn0k0nEeKcOKF7VGckeThFmtxemtrHWgJ8BGAk6QrULoxxdHuldMmAmgOFwKhU_7CHgxBjfrr_xRCeh4_0i95_PwCD2vVJvkzEEEcCn5GwGIFuM9moOf7Out5GIoPWbMhoPPTTq7syKlywQyHqChkcx4ezfb1TzWCGYg97x-1R-qkB51wew&p=6&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=25817faed638f32e&amp;fccid=5dc62b6cb99da503&amp;vjs=3"" id=""jl_25817faed638f32e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[7],true,0);"" onmousedown=""return rclk(this,jobmap[7],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Full Stack Developer (Java &amp; Kotlin/Android/React/Angular)"">
Full Stack <b>Developer</b> (Java &amp; Kotlin/Android/React/Angular)</a>",Redi Recruitment,"Johannesburg, Gauteng",30+ days ago,2020-11-10,Full stack developer to help pioneer a completely new type of insurance globally. You must have experience designing and building large and complex (yet…,,https://www.indeed.co.za/rc/clk?jk=25817faed638f32e&fccid=5dc62b6cb99da503&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=164b7f1ddc95f58d&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_164b7f1ddc95f58d"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Engineer Python &amp; Java"">
Senior Software Engineer Python &amp; Java</a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Work closely with developers, professional services team and product managers to design the software solutions with a focus on reliability, performance and…",,https://www.indeed.co.za/rc/clk?jk=164b7f1ddc95f58d&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2a6a713e701d7cb0&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_2a6a713e701d7cb0"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Development Engineer"">
Senior Software Development Engineer</a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Work closely with developers, professional services team and product managers to design the software solutions with a focus on reliability, performance and…",,https://www.indeed.co.za/rc/clk?jk=2a6a713e701d7cb0&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2e2f54ec8a634042&amp;fccid=2d1a4a3e36fdc9e5&amp;vjs=3"" id=""jl_2e2f54ec8a634042"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Engineer (ATM Systems)"">
Software Engineer (ATM Systems)</a>",SET Consulting,"Paardeneiland, Western Cape",30+ days ago,2020-11-10,*Highly Attractive Salary** + Benefits. Outstanding career opportunity for an innovative Software Engineer to advance the technologies of a premier ATM deployer…,,https://www.indeed.co.za/rc/clk?jk=2e2f54ec8a634042&fccid=2d1a4a3e36fdc9e5&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=7c609abf790177c8&amp;fccid=fab96a34722830d8&amp;vjs=3"" id=""jl_7c609abf790177c8"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Developer - JavaScript / C# (Senior)"">
<b>Developer</b> - JavaScript / C# (Senior)</a>",Parvana Strategic Sourcing (PTY) LTD,"Cape Town, Western Cape",30+ days ago,2020-11-10,Experience building web sites and web services. Managing and mentoring software developers of different skill levels. Parvana Strategic Sourcing (PTY) LTD.,,https://www.indeed.co.za/rc/clk?jk=7c609abf790177c8&fccid=fab96a34722830d8&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2d102be2dd529b58&amp;fccid=688141c5bd17f47b&amp;vjs=3"" id=""jl_2d102be2dd529b58"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,0);"" onmousedown=""return rclk(this,jobmap[12],0);"" rel=""noopener nofollow"" target=""_blank"" title=""DevOps Systems Administrator – Information Technology"">
DevOps Systems Administrator – Information Technology</a>",Initiate international,"Cape Town, Western Cape",30+ days ago,2020-11-10,"On the ops team, the DevOps Systems Administrator will work closely with teams of developers in an Agile environment and be expected to fulfil any number of…",,https://www.indeed.co.za/rc/clk?jk=2d102be2dd529b58&fccid=688141c5bd17f47b&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8b278e89c20bc7dc&amp;fccid=0fd1cbd477aaf114&amp;vjs=3"" id=""jl_8b278e89c20bc7dc"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Development Manager / Engineering Lead"">
Software Development Manager / Engineering Lead</a>",Annie Mercer Placements,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Experience with building Restful API web services. You will need a strong understanding of large-scale e-commerce platform development, have experience building…",,https://www.indeed.co.za/rc/clk?jk=8b278e89c20bc7dc&fccid=0fd1cbd477aaf114&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c4f9626959514721&amp;fccid=fe2d21eef233e94a&amp;vjs=3"" id=""jl_c4f9626959514721"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Cloud Support Engineer - Analytics"">
Senior Cloud Support Engineer - Analytics</a>",Amazon Dev Centre South Africa,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Write tutorials, how-to videos, and other technical articles for the developer community. On a typical day, a Support Engineer will be primarily responsible for…",,https://www.indeed.co.za/rc/clk?jk=c4f9626959514721&fccid=fe2d21eef233e94a&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0AMPeTjaKJWQXembh-_qxNADFuOVIGQXR3WQh5ToU2f1WQdveCYaenXd_oVIeNcYopxhOryapc1V8hFrFPooIb3X8fv1VeUvYlvnmv0qA6cZrsjDg9fT9Zqxn-fo0_j4gHAmPmWqgd8b8xCS6g2-TikjBrmd_G7KnpcLQ0W9-fYQcd3ILN7dsDaBBHpwhEjhdaX11v-AWsOZvC0J-AhU10brjcNVZoPP9nzMRooqBp26B6TRFUMpMXMxf-aXVanllBPSRX8j9cM_lZgH6tf3BmjaNQWsVLDTssVq20X6DVMcVRmqCJn_Q2ktwNgCACdArUV9IdcAGR3Ree4hT3HeeMpQAZkN1-10GHKcnUC6iNafJ1YThWNZCt-uIMXtut6GSn_wVS6mkC_niq1uMbejwCqQSL6BKisUSvyaN7WcKsoqU19_VZrfZgwTDg02gLhlniaWzMPEcA__w==&amp;p=0&amp;fvj=1&amp;vjs=3"" id=""sja0"" onclick=""setRefineByCookie([]); sjoc('sja0', 1); convCtr('SJ'); rclk(this,jobmap[0],true,1);"" onmousedown=""sjomd('sja0'); clk('sja0'); rclk(this,jobmap[0],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Software Developer"">
Software <b>Developer</b></a>",SBS,"Johannesburg, Gauteng",14 days ago,2020-11-10,"\* Enterprise SW systems development experience, including RDBMS, SW architecture, system integration (messaging, APIs, web services), web UI.",R22 000 - R28 000 a month,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0AMPeTjaKJWQXembh-_qxNADFuOVIGQXR3WQh5ToU2f1WQdveCYaenXd_oVIeNcYopxhOryapc1V8hFrFPooIb3X8fv1VeUvYlvnmv0qA6cZrsjDg9fT9Zqxn-fo0_j4gHAmPmWqgd8b8xCS6g2-TikjBrmd_G7KnpcLQ0W9-fYQcd3ILN7dsDaBBHpwhEjhdaX11v-AWsOZvC0J-AhU10brjcNVZoPP9nzMRooqBp26B6TRFUMpMXMxf-aXVanllBPSRX8j9cM_lZgH6tf3BmjaNQWsVLDTssVq20X6DVMcVRmqCJn_Q2ktwNgCACdArUV9IdcAGR3Ree4hT3HeeMpQAZkN1-10GHKcnUC6iNafJ1YThWNZCt-uIMXtut6GSn_wVS6mkC_niq1uMbejwCqQSL6BKisUSvyaN7WcKsoqU19_VZrfZgwTDg02gLhlniaWzMPEcA__w==&p=0&fvj=1&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0CNc4hWJXeDZ3ZXnFcr2J1Wj0e9JtA8O3MaJxzvzfN41ziGMP54wRPa-owxtatwn8vCjFBRpknTRKyTQjapcPmkMTS6eDaraYvyhhp9PRZkCK9-_lnIq93rT2rLP5UarYQx1EJI5eqcGddLbksMgt6qxIC80RLi_wYADKsqkJyAdAkyLsKGjk27Rq9QajRQ9BsgjZ5tlvIUsTg12Mjzjdlxz3CXC5byB4ezHgpcvNi-k-kwtk-dxDNd_STvN7eR18ZBcIU0xpaow4cdOmP5OelDqTC9MGOxi0-ANi1hxKvbTeQDni_DMhEcrMaJY2seWkBxwAq-erFC37shAJuOPgELpsYZtKoAoybXKNVUGyuipowHrktx7ONi_Xwt-J5Iyeg-0V0zASLtQ9MYRuloMjtO8R8jCj4FPy_PII9M66YK_B3_xe4Hbcanh5K7eXTVL1w3qSW51EnVrXUKNZ7uRo24&amp;p=1&amp;fvj=1&amp;vjs=3"" id=""sja1"" onclick=""setRefineByCookie([]); sjoc('sja1', 0); convCtr('SJ'); rclk(this,jobmap[1],true,0);"" onmousedown=""sjomd('sja1'); clk('sja1'); rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""JavaScript Educator"">
JavaScript Educator</a>",Shaw Academy,"Cape Town, Western Cape",30+ days ago,2020-11-10,"The ideal candidate will have experience as a JavaScript developer, either from an educational perspective or from industry. Be flexible and open to change.",,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0CNc4hWJXeDZ3ZXnFcr2J1Wj0e9JtA8O3MaJxzvzfN41ziGMP54wRPa-owxtatwn8vCjFBRpknTRKyTQjapcPmkMTS6eDaraYvyhhp9PRZkCK9-_lnIq93rT2rLP5UarYQx1EJI5eqcGddLbksMgt6qxIC80RLi_wYADKsqkJyAdAkyLsKGjk27Rq9QajRQ9BsgjZ5tlvIUsTg12Mjzjdlxz3CXC5byB4ezHgpcvNi-k-kwtk-dxDNd_STvN7eR18ZBcIU0xpaow4cdOmP5OelDqTC9MGOxi0-ANi1hxKvbTeQDni_DMhEcrMaJY2seWkBxwAq-erFC37shAJuOPgELpsYZtKoAoybXKNVUGyuipowHrktx7ONi_Xwt-J5Iyeg-0V0zASLtQ9MYRuloMjtO8R8jCj4FPy_PII9M66YK_B3_xe4Hbcanh5K7eXTVL1w3qSW51EnVrXUKNZ7uRo24&p=1&fvj=1&vjs=3
